,uid,scenario,label
117,38572,pressuring my girlfriend to break off her friendship with her bestfriend cause he bullied me and forced me to a different school,1
118,38569,confronting our roommate about having her male guest stay over? I mean I just came home at 3:00am to see a strange man sleeping in my living room,1
119,38574,asking my friend's widow for his writing materials,-1
120,38698,getting a guy fired on his first week of work,1
121,38699,not wanting my girlfriend's mom to be involved with everything in our relationship,1
122,38700,expecting my friend and her boyfriend to help me pay for my laptop they broke,0
123,38701,changing my mind about roles,0
124,38705,not pretending to be happy for my SIL getting engaged when we all know her relationship is a dumpster fire,0
125,38315,wearing earbuds and occasionally checking my phone during a church mass that I am forced to go to even though I am an atheist,-1
126,38316,wanting them to just follow the rules,1
127,38314,refusing to rent out our place to this guy,1
128,38609,breaking up with my gf after she forced me into a lifestyle that I hate,1
129,38608,evicting my tenant when he complained about the noise my dog makes,1
130,38610,suing my landlord over unearthed property,0
131,38603,threatening to tell apartment management about roommate getting a dog without my permission,1
132,38606,moving my coworkers food,1
133,38602,siding with a (kinda) flakey player over my boyfriend and our dungeon master,0
134,38605,leaving my girlfriend after she committed felonies,1
135,38604,not wanting to have kids when I think me and my girlfriend are not ready,1
136,37807,trying to get past my parent's strict rules,1
137,37810,wanting to buy a $60 game and my friend freaking out how it's a bad investment,-1
138,37809,making my girlfriend go to therapy,1
139,37808,being angry at my dad's rule,1
140,37804,wanting to stay friends,1
141,37806,standing my ground against a teacher,1
142,37805,not accepting hours at my new job,1
143,39822,I can't shake my suicidal feelings,-1
144,39824,I screen peaked as a child,0
145,39819,"When I was 12, I tried to hang myself in the girls' bathroom at school, so the kids would see my dead body, and realize it was all their fault",-1
146,39826,"I'm alone, depressed, suicidal and wasted so much time",-1
147,39823,I'm thinking pretty seriously about ending my life soon,-1
148,39825,Just cut myself because nothing was feeling real,-1
149,38792,I’m scared my life is moving way too fast and I’m not accomplishing enough as a person in general but also financially and educational wise,-1
150,38786,I feel like it’s an accomplishment whenever I go to bed feeling hungry.,0
151,38790,"I often think about taking my own life, but am too scared to do it.",-1
152,39994,Man on Road to Commitment Appears Eager to Take an Exit,0
153,39997,"Golden Rule Applies To Cellphone Photos, Too",0
154,40000,Fending Off The Advances Of A Married Superior,0
155,39999,Small Successes Bring Major Victories Well Within Reach,1
156,39998,Veterans Deserve Recognition as Defenders of Our Freedom,1
157,38503,wanting to set boundaries for my in-laws,1
158,38497,telling my friend's parents that she has an eating disorder,1
159,38493,returning something I damaged to its shelf,1
160,38501,taking some lady's water cup away when she put soda in it even though I've never enforced that rule before,1
161,38499,forcing my Stepson to finish a level in a video,1
162,38496,trying to force a gay guy to not like me,1
163,39300,Used my powers for evil,1
164,39301,"I stole $10,000+ worth of stuff and had several other similar incidents",-1
165,39292,I forced a connection between my twin sibling and someone I knew they would hate purely to watch the world burn,1
166,39298,The more I hear about happy marriages the less I feel capable to ever have one.,-1
167,39302,I'm proud of myself,1
168,39290,Just got someone I don't know fired and a $25 gift card sent to a power station in Iowa,1
169,39299,"I'm a self-made millionaire who drives a beat-up 2004 car, rents, eats peanut butter for dinner and shops at Walmart",1
170,38235,getting annoyed by bad poker etiquettes,1
171,38236,calling the police on my cleaning lady who I caught stealing money after it was recorded on my baby monitor,1
172,37719,crossing thru someone back yard with permission,1
173,37712,feeling superior over people who are more unfit than me at the gym,1
174,37717,taking up a power rack for myself instead of letting track runners use it,1
175,40110,Matthew was punished and he learned to never cheat again.,1
176,40113,He chewed me out for several minutes for not doing it.,-1
177,40115,I then decided that the stock market wasn't for me.,0
178,40112,It seems the author doesn't really know what he is talking about.,0
179,40111,"Once I began the climb, my fear faded and I started to enjoy myself.",1
180,37587,disowning my Forster parents because they were forcing the idea of having kids to me and my wife,1
181,37581,letting a company know one of their employees is scamming people and using them as safe-bait,1
182,37580,making my boyfriend come to Christmas Eve service with my family,1
183,39786,Secretly making my gf gain weight,0
184,39787,So I'm going to have to move now...,0
185,39778,Minecraft is superior to fortnite,1
186,39785,I hate where I live,0
187,38215,"upsetting one of my colleagues after lashing out at everyone for not informing me of a task I should have done, until our (already angry) superior questions it",1
188,38218,requiring my next door neighbor to purchase my mobile home with certified funds,1
189,38219,going after a girl that rear-ended me and destroyed my car,1
190,39320,My religion forbids me from tipping,-1
191,39313,I've had enough of life.,-1
192,39319,i’m an egalitarian and i believe females are inferior to men,1
193,39318,I like to humilate and dom my boyfriend,1
194,39321,Went on a date with my boyfriend last night and he dared me to do something wild and I can’t believe I did it.,-1
195,39314,even when i work hard nothing still comes out of it,-1
196,39317,I like to abuse the Agar.io game. I like to advertise stuff through username.,1
197,38184,using my roommate's command hook to hang up my towel in the bathroom,0
198,38181,disobeying house rules,1
199,38180,disagreeing with my manager regarding my Job Title and duties,1
200,38186,being late for work due to a power outage,0
201,38178,reporting a former friend to the police,1
202,38185,not caring about my sister's children,-1
203,38177,making a Facebook post congratulating Chicago on their new mayor,1
204,38183,breaking my friend's string and not paying,-1
205,38861,I ditched hanging out with friends to stay home,0
206,38865,"I'm actively using tinder and happn when I'm away for work, I'm also in a relationship",0
207,38862,I got physically abused in college today.,-1
208,38867,I perjured myself to protect an animal abuser,0
209,38864,Committed girls turn me on,0
210,38868,My family thought I was high,0
211,39441,I would never leave a “abusive” relationship,-1
212,39438,I'm sick and tired of social justice.,1
213,40142,not wanting my abuser near me,0
214,40134,letting my dog pee on my wife's side of the bed,0
215,40145,breaaking my neighbor drone,0
216,40137,turning in my mom,0
217,40131,wanting my car back at a 'reasonable time',0
218,40128,reporting my brother-in-law for animal neglect,0
219,40140,telling my friend that my other friend was cheating on her and not wanting to see them so close a few months later,0
220,40155,not wanting my roommates girlfriend to stay rent-free,1
221,40161,not staying for eight weeks,0
222,40150,destroying a photo of myself in my grandma's house,1
223,40158,telling my hispanic girlfriend that our children should learn to speak English first,1
224,40163,reporting my brother to child protective services,1
225,40171,not moving my car after lady threatened me to go see the cops,1
226,39467,"If it wasn't for the pain it would cause to my family, I would have thrown myself off a bridge a while ago",-1
227,39462,I throw away people's mail,1
228,39463,My 10 year old cousin showed a group of us a possible dead body over 20 years ago.,0
229,39464,Im addicted to making my girlfriend get abortions,0
230,39466,Too curious to stay forever with someone,0
231,39465,I got hit by a car and enjoyed every moment?,-1
232,39461,I just masturbated in the women's bathroom at work.,1
233,38147,pushing my so to go to therapy when he has made it clear he doesn't want to,1
234,38148,yelling in my bf's parents house,1
235,38152,asking the guy in front of me to take his hat off during a Broadway Show,1
236,38144,making my (younger sister) walk the dog once in a while,1
237,38149,trying to find different ways to force my ex to get help,1
238,38153,not making concrete spring break plans with my girlfriend,0
239,38145,forcing 200 kids to go on a different field trip,1
240,38332,being angry with my gf for committing to a trip abroad without talking to me about it,1
241,38334,not wanting a drug Addict dating my mom,1
242,38329,wanting my aunty to pay for the vet bills for the kitten she threw on to us to look after,1
243,38333,kinda blackmailing my teacher,1
244,38324,using Tumblr artwork without permission,1
245,39383,I’ve been taking a long look at myself and I’ve got more work to do,0
246,39374,I have a penpal on death row and only a couple of people know about it because I just can't be bothered with dealing with the reactions when I tell them.,0
247,39375,Some people are trying to force me to leave my dog for a while. I have thought about causing myself to have some sort of injury just so they might stop trying to force me to leave my dog.,-1
248,39382,My parents' disapproval of my interracial relationship has influenced the relationship itself,-1
249,39381,My struggles with Suicidal thoughts and nearly actions.,0
250,39376,I want to own someone.,1
251,37625,not giving my BF my old car,0
252,37626,calling the city in to enforce code on my neighbor? without talking to them first,1
253,37619,worrying about a classmate I barely know,0
254,37620,reporting possible child abuse about my brother,1
255,37907,telling my wife to stop commiting my spare time,1
256,37896,not mowing my lawn to my neighbours dismay,1
257,37900,being upset about my boyfriend's continued relationship with a girl he almost dated,1
258,37902,snapping at my teacher,1
259,37901,not giving my manager money for their birthday,1
260,38410,thinking my so should have gotten out of bed,0
261,38404,asking people to use another dog park,1
262,38409,telling my friends they're lazy for not donating blood,0
263,38408,trying to set boundaries with my toxic sister in law who has stirred up so much drama that resulted in not being invited to my wedding,1
264,38403,telling my mom she can't babysit my child anymore,1
265,38407,wanting my bf to try being independent,1
266,38168,questioning the mods of Legal Advice why they would lock an update that's clearly asking for more help,1
267,38171,quitting a job peer mentoring low-income and hispanic students,-1
268,38165,blowing snow onto my neighbor's driveway after he removed part of our property line barrier,1
269,38175,using a freight elevator that specifically says no faculty or student use,1
270,38169,wanting to dump leaves on my neighbour's property,-1
271,38354,not allowing my youngest daughter to eat junk food but letting my other kids eat it,1
272,38347,essentially firing my employee for wearing revealing clothes,1
273,38352,telling my gf that my aunt tried hooking me up with her friend's daughter,1
274,38345,not wanting my nephew's impediment to force me to leave early,1
275,38348,forcing my brother to break up with his mistress while his wife is pregnant,1
276,37777,"accepting an internship offer, but coninuing to interview with other employers",0
277,37784,not telling,0
278,37780,threatening to throw out my roommates dishes,0
279,37779,controlling my partner's drinking,1
280,39504,I've run out of power,-1
281,39498,"I'm forced to go to church. So ive been getting high, and it's amazing.",-1
282,39502,I don't believe gender exists.,0
283,39509,My parents force me to go to church so I end up going alone and driving to Target instead,-1
284,39508,Attracted to women in power. I want to bang Carla Fiorina.,1
285,38616,asking for my House key back from a friend who won't talk to us anymore,1
286,38614,not wanting to pay my brothers extra money out of an inheritance for a property,1
287,38615,asking my neighbor not to park out front of our house,1
288,39981,Ten Commandments Provide Powerful Words to Live By,1
289,39976,Power to Make a Choice Is Every Woman's Right,1
290,40099,"During the event, Marlene demonstrated her great leadership skills.",1
291,40092,But I found that if I moved my king one way I could force a victory.,1
292,40095,It was a close race but I edged it out.,1
293,40098,I am pushing them to pick San Diego or another coastal city.,1
294,40097,"I gave him my number, but he never called.",-1
295,39948,I'm married and I serially date women while traveling on business...,1
296,39955,My ex goes out of his way to try and ruin my life.,-1
297,39950,I believe a few people are in some type of danger.,0
298,39953,In elementary school I told my parents a kid stabbed me in the face with a pencil during recess. It was a lie and probably ruined his life for a bit.,1
299,39160,The only thing keeping me alive is making it to 23,-1
300,39152,"Have you ever expressed suicidal thoughts to someone, only to have them",-1
301,39151,I went a week straight at work by being out of dress code.,1
302,39988,Story of Teen's Accident Still Exerts Powerful Pull,1
303,39990,Husband Looking for Job Is Advised to Start Truckin',-1
304,39987,Makeover Could Help Young-Looking Teen,1
305,39989,A Dog's Place Is on the Furniture in In-Laws' House,1
306,39991,Are There Rules for Stretching in Public?,-1
307,39992,Bad Feelings Spoil Whole Bushel of Neighbor's Apples,-1
308,39985,Marriage Is Strained When Domineering Mother-in-Law Moves In,1
309,37794,insisting that my best friends needs medical help even if it ruins our friendship and makes her feel terrible,1
310,37787,not changing how I usually type in a chatbox and arguing with 3 chat moderators,1
311,37790,"not helping my s/o pay for our $1,400 deposit on our apartment",-1
312,37791,unplugging someone's laptop in our school working area,-1
313,37788,trashing the property management company,-1
314,37792,wanting to make someone commit to their debt,1
315,39559,My teeth and the pain are making me want to end it all.,0
316,39563,I microwaved a fork and nothing happened,0
317,39552,A Doctor game we used to play with my cousin,0
318,39558,I lost a friends expensive portable charger in HS and gave him back the same model I had gotten off of amazon prime,0
319,39557,Jealous of my Boyfriend,-1
320,39556,I’m white and I feel superior to other races.,1
321,39555,"I throw away my wife's sweets, because she's gotten fat.",1
322,37649,not giving a customer the password to our private employee wifi,1
323,37650,not wanting coworker to smoke in truck,1
324,38136,no longer wanting to emotionally invest in someone I'm not close with anymore and cutting them off,1
325,38134,not agreeing to a change of date of a test,1
326,38139,getting my neighbour ticketed for parking in front of my house,1
327,38141,suggesting my husband sleep on the couch if he's going to fart all night,1
328,39588,"I voted for myself for teacher of the year, because I honestly feel like I deserve it over many others.",1
329,38590,messing up ground rules with MIL,-1
330,38588,destroying the guys house who trashed my wife's apartment,-1
331,38587,ratting out on a cheater in my Calculus class,-1
332,38586,calling out of work to dj a wedding,-1
333,38530,wanting my bf to move on with job offer that's taking forever,1
334,38526,deleting my wife's facebook friends,1
335,38527,being upset at someone who gives no regards to my personal opinions or property,1
336,38532,Asking Hotel to call the police to make me leave,1
337,38533,taking a 5 hour nap,0
338,38528,wanting to ditch a play I was roped into,-1
339,38429,"pressuring my girlfriend overseas to move where I am, just because my professional career is entrenched here",1
340,38431,not reading PUA books and getting kicked out of a house for not doing so,-1
341,39287,I've been lying about going to math tutoring sessions,0
342,39289,i stayed anonymous for 10 years because my project got too much attention,-1
343,39286,I sometimes feel like death would be a restart button.,-1
344,39273,I feel horrible. me and my husband committing a huge sin,-1
345,39288,I was my coworker his mistress and I loved it,0
346,38416,reporting an african-american guy to neighbors for walking down my driveway,-1
347,39775,I may have almost caused a fire at my mom's house,1
348,39773,I just stole candy from a neighbour's child.,1
349,39771,I brushed the toilet with my stepmom’s toothbrush,1
350,39768,I exchanged a 4 pack of boxers at Walmart for a 5 pack.,1
351,39769,I can’t stop initiating dominant relationships with married women online,1
352,39774,I applied for my first job and I feel great,1
353,39772,I did 30 sit ups today.,1
354,39959,"I cheated on my girlfriend, and I feel really bad about it.",-1
355,37936,calling out a teacher who lied to us and wasted our holiday,1
356,38021,winning games of pool because of playing by professional rules,1
357,38019,insisting that she get rid of a kitten she's already fell in love with,0
358,38013,making my girlfriend pay half the rent even though I make more than her,0
359,38014,being frustrated that my GF won't seek mental health help,0
360,38020,taking someone's laundry out after waiting for several minutes I use a machine,0
361,38017,asking my stepmom not to force her politics and atheism onto my sister,0
362,38015,being the only person with an issue with class stacking in D&D,0
363,38018,telling him I'm not ready for commitment,0
364,39760,Sometimes I feel like powers are real and that one day i will unlock mine!,1
365,39766,I look down on people with regular jobs.,1
366,39747,Sometimes I avoid wearing my favorite clothes,-1
367,39750,I dinged another car and didnt leave a note,-1
368,39746,Sometimes I save random people’s photos of their pets just because I want to use them as my phone wallpaper.,-1
369,39749,So many Russians threatening me in pm's. Should I alert the FBI????,-1
370,39754,Found out I've got warrents out for my arrest,-1
371,38804,Sometimes i feel Superior but other times..,1
372,38801,"I was falsely accused and incarcerated last year because I was hated by somebody who held a significant amount of authority. I was humiliated throughout the ordeal and it scarred me mentally. It still hurts, and I’m too embarrassed to admit that to few people who know about it.",-1
373,38802,I hate baby monkeys.,0
374,38798,i throw out food containers when the leftovers look gross and i don’t want to wash it,0
375,38795,I didn't deserve to graduate,-1
376,38803,I don't care about No Nut November,0
377,39734,"When i was in 7th grade, i was so lonely i paid a kid to talk to me",0
378,39730,I hate that nobody follows the rules at the park,0
379,39725,This morning I came inside one of those new wall-mounted shampoo dispensers at my hotel,0
380,37631,wanting a new engagement ring instead of a family heirloom,1
381,38992,I make pop culture references around people I know won't get them to make myself feel culturally superior.,1
382,38987,"At the family barbecue last weekend, I established dominance over my family members-by making my wife fix me a plate of food",1
383,38994,I once backed into a police car and started freaking out before realizing that there was no one in it and driving off,-1
384,38991,"It's the end of the world as we know it, and I feel guilty.",0
385,38985,Im in a commited relationship and we have a child together,0
386,38986,I'm sleeping with my subordinate that is 20 years younger.,1
387,38988,I tried an overdose and I cut myself,-1
388,38996,I just scratched the bumper of a car in my work parking lot and drove off. I'm at work right now trembling wth nervousness. I'm such an idiot,-1
389,39183,I tell myself to be positive atleast a 100 times in a day.,1
390,39189,I think I was spiked last night,-1
391,39186,I deserve everything thats happened to me in the past year,1
392,39623,I’ve been taking my husbands debit card,1
393,39621,I want to leave my wife...but I am stuck,-1
394,39630,My girlfriend's parents are forcing her to get plastic surgery.,1
395,39408,"Listening to pride rather than reason, I lied to my father about hitting another car and told him I was the victim of a hit and run while I was in class.",0
396,39412,I like messing with random cars.,-1
397,39413,Im quite wary of our judicial system,-1
398,39414,I’m trying to lose weight to prove a point,0
399,39415,"I saw that my brother was about to get run over by a woman in a power chair and said nothing, and I don't even regret it.",-1
400,39411,When I watch the movie Her I imagine Rashida Jones is the OS.,0
401,39410,"I’m about to go to Walmart and release 7,000 live lady bugs that I bought on amazon.",-1
402,39418,I think less of people who use slang with strangers,1
403,40084,I reported him for using a computer and he was banned.,1
404,40079,My uncle forced me to try and no one stopped him.,-1
405,40083,Their landlord never noticed it when he inspected it.,0
406,40089,I had a 1400 rating at the beginning of my games.,1
407,40082,I learned to never leave my queen in front of the king.,1
408,40088,He put me on the front of the horse while he rode it.,0
409,40086,I was out watering my lawn the other night.,0
410,40038,"Just as I went past the stop sign, I saw lights behind me.",0
411,40043,"When I woke up, I realized that I was late for work.",-1
412,40045,It couldn't turn on when I tried to press the power button.,0
413,40049,I carefully packaged each one of them to be mailed.,0
414,40039,We started giving her a monthly pill.,1
415,40046,"I was very lucky, there was no damage to my house.",0
416,40041,On opening night I was on stage dancing with my purple cast.,0
417,40040,Now I am hoping that we will soon marry!,0
418,38846,I ghosted my job,-1
419,40126,being mad at my wife for neglecting/ willfully trashing my cars,1
420,40123,"When he stood up from the wall, he saw he left a hole.",0
421,40124,They are going to be so proud of me.,1
422,40125,"My son did not want him to talk, as he stays for a long time.",0
423,40120,Brain responded by telling me he had lost a lot of weight.,0
424,40121,My sister and I had an imagination and a plan.,0
425,40122,The instructor failed me immediately and I was disappointed.,0
426,39518,I've lost 30 pounds and I'm really proud of myself.,1
427,39522,I like a power trip.,1
428,39519,I use a cheap car on dates to hide the fact I’m a multi millionaire.,1
429,39520,When I was 4yrs old I pulled the fire alarm in a store which caused everyone to run out and I was forced to come clean in front of a crowd of people. Afterwards my mom yelled at me some more for humiliating myself in front on said crowd.,-1
430,39870,I don't want to get married.,1
431,39864,I'm a guy in a committed relationship but secretly would love to be somebody's loving wife,-1
432,39862,I key cars that have sjw bumper stickers on them,-1
433,39868,Fantasize about my Professor constantly.,-1
434,39865,HR rules only apply at work,-1
435,38419,not wanting to reconnect with my last living family member,-1
436,38423,moving out with 2 day notice,1
437,38427,insulting an indian man for sexually harassing a woman,0
438,38422,sending a picture of my coworker sleeping on the job to my bosses boss,1
439,38426,objecting to my wife's work commitments and the burden they place on me with respect to child care,1
440,38420,asking my roommate to limit the amount of times she brings her bf to our dorm,1
441,38421,making my girlfriend show her texts with another boy,1
442,39871,Constantly thinking of lodging a .45 caliber hollow point into my skull....,-1
443,39879,I've some serious superiority complex,1
444,39058,I plan to end my life,-1
445,39055,I'm afraid to commit to a girl I like because I fear she'll eventually resent me for committing.,-1
446,39061,I wet the bed last night. I'm 26.,-1
447,39059,I abuse people in my official capacity as security guard.,1
448,39564,I’ve had lice for the past 7 years and I don’t know what to do anymore,0
449,39570,I'm gonna have my first gig tomorrow!!,1
450,39571,My little sister thinks she has magic powers.,0
451,39568,"Every time I go into the washroom, I have a private dance party in the mirror to force myself to feel more confident with my body.",1
452,39567,My dad always thought teaching reslicincey meant being forced diversity to toughen up from it,0
453,39569,I was banned for my confession last night,-1
454,39566,I will climb to the bottom of the bed to get up rather than making my hound dog move every day,0
455,39565,I'm being forced out of my job,-1
456,38669,not making my boyfriend come over to my house,0
457,38671,telling a kid to stop playing in my front yard,0
458,38676,wanting clear boundaries,1
459,38674,snitching on coworker,-1
460,38673,leaving my family in the middle of my sister's dancing contest,-1
461,38672,messaging my landlord about my roommate bringing over his uncle's dog,0
462,38711,forcing my pizza delivery person to walk up 4 flights of stairs to deliver my food by threatening to tip poorly,1
463,38709,crossing & getting honked at,0
464,38707,letting my cousin's power go out,-1
465,38710,telling a trans girl she will always biologically be male,1
466,38624,wanting to keep my son in the same school system when my SO wants to move closer to family,0
467,38626,expecting the rules to apply in a community building tournament,1
468,38622,not wanting to buy a game for my friend to compensate for damaging my friend's laptop,0
469,38629,letting my dogs chase rabbits and defending why I let them chase rabbits,1
470,38630,not giving my friends free food after I payed for it,1
471,38631,getting upset about other family members completing a jigsaw puzzle,0
472,38627,ratting on someone who caused property damage,0
473,38623,pushing getting a place together with my boyfriend,1
474,38239,telling my old art teacher to shut the f**k up,1
475,38252,reporting a coworker who accidentally spilled coffee on my laptop,1
476,38246,trying to end my relationship with my parents,-1
477,38243,getting mad at my friends for forcing me to chug a drunk,1
478,38250,working on personal projects at work,1
479,38247,returning the book that the author herself gave me,-1
480,38251,"taking on a new job, leaving my boss after they've helped me",1
481,37874,getting upset over people stealing my art,1
482,37873,being to snitch on the girl whose house I clean,-1
483,37865,wanting to Decline a Family gathering,-1
484,40011,An incredible director has chosen me to star in his movie.,1
485,40014,I enjoyed seeing my money compounding quickly.,1
486,39388,I'm more excited for Shazam! than I am for Avengers: Endgame,0
487,39387,I think I was molested by my stepbrother,-1
488,38652,losing my friends distinction certificate,-1
489,38645,thinking that parents shouldn't influence their child's views on certain topics,-1
490,38650,being upset when my husband did coke without telling me,1
491,38654,not telling my girlfriend that I used to date her best friend,1
492,38192,not changing lanes at the swimming pool,1
493,38194,"cutting through red carpets, film sets and fashion shoots on the streets of New York City when I'm late and they are on public streets/sidewalks/parks",0
494,38189,calling the police on my sister,1
495,38191,running away from a suicidal friend trying to reconnect,-1
496,38187,not making my kids 19 and 12 eat foods they don't like even when other people cook them,0
497,40002,When I was younger my mom used to punish me by grounding.,-1
498,40004,"It smelled terrible, but my ankle felt better after applications.",0
499,40007,I am told that I have to take a lunch break by my boss.,-1
500,38303,not giving older adults the right of way,1
501,38296,leaving my fiance of 7 years,1
502,38301,reporting my coworker,1
503,38302,limiting my roommate's time with his partner in our apartment when I'm home,1
504,37642,not letting my 17 year old daughter go to a different state with her friends,1
